Web host,Storage size,Max. file size,Traffic or bandwidth limit,Remote uploading?,Developer API?,FTP upload possible?,File versioning,Follows symlinks,Client-side encryption,Free GB (number only),Append-only support?,Lifecycle Policy support?,Misc. notes
Amazon Drive,some
