",Manufacturer," abbr="Release"  First public release date",Product line,"   Launch price (USD)"," abbr="Units Sold"  Units sold"
Atari Lynx,Atari," 19891011format=dmy",Atari Lynx," $189",3000000
Atari Lynx II,Atari,1991
