Model,Launch,Code name,Fab (nm),Transistors (million),Die size (mm2),Bus interface,Clock rate,,Core config,Fillrate,,Memory,,,,|Processing power<br />([[GFLOPS]]),,|TDP (Watts),,|Crossfire Support,|[[Application programming interface|API]] support (version),,,,|Release Price (USD),
,,,,,,,Core (MHz),Memory (MHz),,Pixel (GP/s),Texture (GT/s),Size (MB),Bandwidth (GB/s),Bus type,Bus width ([[bit]]),[[Single precision floating-point format|Single precision]],[[Double precision floating-point format|Double precision]],Idle,Max.,,,,Direct3D,[[OpenGL]],,[[OpenCL]], ATI Stream
Radeon HD 3410,"May 7, 2009",RV610,65,180,85,PCIe 1.0 x16,519,396,40:4:4,2.08,2.08,256,6.34,DDR2,64,41.52,No,,20,No,10.0,3.3," No, Yes",?
Radeon HD 3450," Jan 23, 2008",RV620 LE,55,181,67,PCIe 2.0 x16PCIAGP 8x,600,500,,2.40,2.40,256512,8.00,,,48.0,{{No}},,25,,|10.1,,,
Radeon HD 3470,,RV620 PRO,,,,PCIe 2.0 x16,800,950,,3.20,3.20,,15.2,DDR2<br />GDDR3,,64.0,{{No}},,|30,,,,,
Radeon HD 3550,,,,,,,"Aug 4, 2008",594,,396,2.38,2.38,|512,6.34,,|DDR2,47.52,,,,,,,,{{No}}
Radeon HD 3570,,,,,,,"Jul 5, 2010",796,,495,3.18,3.18,,7.92,,,63.68,,,,,,,,{{No}}
Radeon HD 3610,"Sep 24, 2009",RV630 PRO,65,390,153,PCIe 1.0 x16,594,396,120:8:4,2.38,4.75,5121024,12.7,128,,,142.6,{{No}},35,,,,,
Radeon HD 3650,"Jan 23, 2008",RV635 PRO,55,378,,PCIe 2.0 x16AGP 8x,725,405800,,2.90,5.80,2565121024,13.025.6,,DDR2GDDR3GDDR4,174.0,{{No}},|65,| 2-way [[AMD_CrossFireX#|Crossfire]],,,,,
Radeon HD 3730," Oct 5, 2008",,,,135,PCIe 2.0 x16,722,405,,2.89,5.78,512,13.0,,DDR2,173.3,{{No}},,{{No}},,,,,
Radeon HD 3750,,,,,,,796,693,,3.18,6.37,,22.2,,|GDDR3,191.0,{{No}},,| 2-way [[AMD_CrossFireX#|Crossfire]],,,,,
Radeon HD 3830,"Apr 1, 2008",RV670 PRO,666,192,668,,828,320:16:16,10.7,10.7,256,26.5,427.5,,,{{Yes|85.4}},|75,,,,,,,$129
Radeon HD 3850," Nov 19, 2007",,,,,PCIe 2.0 x16AGP 8x,830900,,,,256<br />512<br />1024,53.1<br />57.6,,|GDDR3<br />GDDR4,|256,{{Yes|85.4}},,| 4-way [[AMD_CrossFireX#|Crossfire]],$179,,,,
Radeon HD 3870,,,,,,,RV670 XT,,777,9001126,12.4,12.4,,,,512<br />1024,,,57.6<br />72.1,,,,,497.3,{{Yes|99.2}},106,$219,
Radeon HD 3850 X2,"Apr 4, 2008",RV670 PRO,666×2,192×2,PCIe 2.0 x16,668,828,320:16:16×2,10.7×2,10.7×2,512×2,53.0×2,GDDR3,256×2,855.0,171,140,2-way Crossfire,$349,,,,
Radeon HD 3870 X2,"Jan 28, 2008",R680,,,,825,9001125,,13.2×2,13.2×2,,57.6×272.0×2,GDDR3<br />GDDR4,,1056,{{Yes|211.2}},165,,$449,,,,
