,Text,,Boolean,Enumeration,| [[Object (computer science)|Object]]/[[Top type|Universal]]
,Character,[[String (computer science)|String]]{{ref|string|[a]}},,,
Ada,Character,String  ; Bounded_String  ; Unbounded_String,Boolean," (item1, item2, ... )",tagged null record
ALGOL 68,char,string  ; bytes,bool  ; bits,n/a - [http://rosettacode.org/wiki/Enumerations#ALGOL_68 User defined],n/a
C (C99),charwchar_t,n/a,boolint bool[b]," enum «name» {item1, item2, ... };",void *
C++ (STL),,<code>[[std::string|«std::»string]]</code>,,,
Objective-C,unichar,NSString *,BOOL,,<code>id</code>
C#,char,string,bool,"enum name { item1« = value», item2« = value», ... }",object
Java,,String,boolean," enum name {item1, item2, ... }",<code>Object</code>
Go,byterune,string,bool,const (item1 = iotaitem2 ... ),interface{}
Rust,char,String,bool," enum name {item1,item2,...}",n/a
Swift,Character,String,Bool," enum name { case item1, item2, ... }",Any
D,char,string,bool," enum name {item1, item2, ... }",std.variant.Variant
Common Lisp,character,string,boolean,(member item1 item2 ...),t
Scheme,,,,,
ISLISP,,,,,
Pascal (ISO),char,n/a,boolean," (item1, item2, ...)",n/a
Object Pascal (Delphi),,string,,,<code>variant</code>
Visual Basic,n/a,String,Boolean,Enum nameitem1«= value»item2« = value»...End Enum,Variant
Visual Basic .NET,Char,,,,<code>Object</code>
Xojo,n/a,,,,<code>Object or Variant</code>
Python,string as char[d],str,bool,from enum import Enumclass Name(Enum):item1 = valueitem2 = value...# Python 3.4+,object
JavaScript,string as char[d],String,Boolean,,Object
S-Lang,,,,,
Fortran,CHARACTER(LEN = *)," CHARACTER(LEN = :), allocatable ",LOGICAL(KIND = n)logical kinds[f],,CLASS(*)
PHP,string as char[d],string,bool,,(type declaration omitted)
Perl,string as char[d],,,,UNIVERSAL
Raku,Char,Str,Bool,enum name1 item2 ...>enum name 1(value) :item2(value) ..>>,Mu
Ruby,string as char[d],String,ObjectRubys bool[c],,Object
Scala,Char,String,Boolean," object name extends Enumeration {val item1, item2, ... = Value}",Any
Seed7,char,string,boolean," const type: name is new enum item1,  item2,  ... end enum;",
Windows PowerShell,,,,,
OCaml,char,string,bool,enum[e],n/a
F#,,,,<code>type name = item<sub>1</sub> = value <nowiki>|</nowiki>item<sub>2</sub> = value <nowiki>|</nowiki> ...</code>,<code>obj</code>
Standard ML,,,,{{n/a}}{{ref|enum|[e]}},{{n/a}}
Haskell (GHC),Char,String,Bool,enum[e],n/a
Eiffel,CHARACTER,STRING,BOOLEAN,n/a,ANY
COBOL,PIC X,PIC X(string length) or PIC X«X...»,PIC 1«(number of digits)» or PIC 1«1...»,n/a,OBJECT REFERENCE
Mathematica,string as char[d],String,,,n/a
