Code range (hexadecimal),UTF-8,UTF-16,UTF-32,UTF-EBCDIC,GB 18030
000000 – 00007F,1,,,,1
000080 – 00009F,,,,,for characters inherited fromGBK (e.g. mostChinese characters) 4 foreverything else.
0000A0 – 0003FF,,,,,,2
000400 – 0007FF,,,,,,
000800 – 003FFF,,,,,,,
004000 – 00FFFF,,,,,,,,
010000 – 03FFFF,,,,,,,,,,,
040000 – 10FFFF,,,,,,,,,,,,5
