IDE,License,Windows,Linux,macOS,Other platforms,Debugger,GUI builder,Toolchain,Profiler,Code coverage,Autocomplete,Static code analysis,GUI-based design,Class browser,Latest stable release
EiffelStudio,GPL and commercial,yes,yes,yes," Solaris, VxWorks, other Unix",yes,yes,yes,yes,Automatic testing framework,yes,Metrics tool,BON / UML class diagramming,Multi-view,V7.1 June 2012
