,vsingular,,,,,,,vplural,,,,,,vindef.
,v1st,v2nd,,v3rd,,,,v1st,v2nd,v3rd,,,,
,,familiar,formal,m.,f.,n.,pan-gender,,,m.,f.,n.,pan-gender,
English,I,thou¹,you¹,he,she,it,she or he,we,you,,,,they,one
Esperanto,mi,ci¹,vi¹,li,ŝi,ĝi,-/ĝi²/gi,ni,vi,,,,ili,oni
Novial,me,vu,vu,lo,la,lu,le,nus,vus,los,las,lus,les,on
