Company,Software,On-demand scan,On-access scan,Firewall,AntiSpam,Web protection,AntiTheft,Call/SMS Filtering,Backup,Parental Control,Support,License,Price,First release,Country of origin,Notes
align=leftDr. Web,Dr. Web Mobile Security Suite,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Proprietary,Trialware,2006,Russia,
align=leftESET,ESET Mobile Security,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Proprietary,Nonfree,2010,Slovakia,
align=leftKaspersky Lab,Kaspersky Mobile Security,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Proprietary,Nonfree,2008,Russia,Banned by USG
Company,Software,On-demand scan,On-access scan,Firewall,AntiSpam,Web protection,AntiTheft,Call/SMS Filtering,Backup,Parental Control,Support,License,Price,First release,Country of origin,Notes
