Model,Launch,Code name,Process,Transistors (billion),Die size (mm2),Core configname=CoreConfig,Bus interface," rowspan=""2"" L2 Cache (MB)",Clock Speeds,,,Memory,,,,| [[Fillrate]]{{efn|name=PerfValues}},,| Processing power ([[GFLOPS]]){{efn|name=PerfValues}}{{efn|name=ProcessingPower}},,| [[Thermal design power|TDP]] (Watts),| [[Scalable Link Interface#|SLI]] support,| Release price (USD)
,,,,,,,,Base (MHz),Boost (MHz),Memory (MT/s),Size (GiB),Bandwidth ([[Gigabyte|GB]]/s),Bus type,Bus width ([[bit]]),Pixel ([[Pixel|GP]]/s){{efn|name=PixelFillrate}},Texture ([[Texel (graphics)|GT]]/s){{efn|name=TextureFillrate}},[[Single precision floating-point format|Single precision]],[[Double precision floating-point format|Double precision]],MSRP,,
GeForce GT 945A," February, 2016",GM108,28HP,unk,unk,512:24:8 (4),PCIe 3.0 ×8,?,1072,1176,1800,1 / 2,14.4,DDR3 / GDDR5,64,8.59.4,25.728.2,1 ;thinsp;097.71 ;thinsp;204.2,34.337.6,33,No,OEM
GeForce GTX 950," August 20, 2015",GM206-250,,2.94,227,768:48:32 (6),PCIe 3.0 ×16,1,1024,1188,6600,2,105.7,GDDR5,128,32.738.0,49.157.0,1 ;thinsp;572.81 ;thinsp;824.7,49.157.0,90 (75{{efn|name=GTX950NPC|Some GTX950 cards were released without power connector powered only by PCIe slot. These had limited power consumption and TPD to 75W.<ref>{{cite web |title=GIGABYTE Adds 75W GeForce GTX 950 to Lineup |url=https://www.anandtech.com/show/10250/gigabyte-adds-geforce-gtx-950-with-75w-power-consumption-to-lineup
