,,,Graphics,Launch,Market,Chipset,Code name,Device id.,RAMDACclock (MHz),Pixel pipelines,vertex/pixel),API support,,,| [[Memory bandwidth]] <br>([[Gigabyte per second|GB/s]]),| [[Dynamic video memory technology|DVMT]] <br>([[Megabyte|MB]]),style="width:11%" | Hardware acceleration,,,
,,,,,,,,,,,,! [[Direct3D]],[[OpenGL]],[[OpenCL]],,,[[MPEG-2 Part 2|MPEG-2]],[[VC-1]],[[H.264/MPEG-4 AVC|AVC]]
i740,1998,Desktop,stand-alone,Auburn,7800,220,1,3.0 (SW) / No,5.0,1.1,No,0.8,2–8,Optional external MPEG-2 decoder via Video Module Interface,No,No
752,1999,,,Portola,1240,250,,,| 6.0 (full)<br> 8.0 (some features, no hardware shaders),,,| 0.8([[PC100]])–1.067([[PC133]])<br>1.067(AGP 4× for [[AGP Inline Memory Module|AIMM]]),8–16,| [[Motion compensation|MC]],,
3D graphics with Direct AGP,,,810,Whitney,7121,| 230,,,,,,,| 32,,,
,,,810-DC100,,7123,,,,,,,,,,,
,,,810E<br>810E2,,7125,,,,,,,,,,,
,2000,,815815E815G815EG,Solano,1132,,,,,,,,,,,,6.0 (full)<br> 9.0 (some features, no hardware shaders)
