Free and open-source software,Proprietary software,,|Online w/ App
,Freeware,[[commercial software|Commercial]],
* Hugin * Pinta * Seashore * Shotwell * Tile Studio * Tux Paint * UFRaw,* Project Dogwaffle 1.2 Free Version * XnView," width=""50%""  col-begin"," width=""50%""   * ACD Canvas X (formerly Deneba Canvas) * ArcSoft PhotoImpression * Artipic * ArtRage * Autodesk SketchBook Pro * Bloom Image Editor * Capture One * CodedColor PhotoStudio Pro * Corel Painter * Corel Painter Essentials * Corel PaintShop Pro * Corel Photo-Paint * Erdas Imagine * GraphicConverter * Helicon Filter * Iridient Developer"," width=""50%""   * Photos (Apple app) * TVPaint * Xara Photo  ; Graphic Designer * Zoner Photo Studio col-end",* Mara * Pixlr * PicMonkey * PicsArt * Photopea
