",Windows,macOS,Linux,BSD,UNIX,AmigaOS,z/OS,iOS,Android,OpenVMS
"!,yes,yes,no,no,no,no,no,no,no,no
"!,yes,no,yes,no,yes,no,yes,no,no,no
"!,yes,no,yes,yes,yes,no,no,no,no,no
"!,yes,no,yes,no,no,no,no,no,no,no
"!,yes,no,yes,no,yes,no,no,no,no,no
"!,yes,yes,yes,yes,yes,no,yes,dunno,no,no
"!,no,no,yes,no,yes,no,no,no,no,no
"!,yes,partial,yes,no,no,no,no,no,no,no
"!,yes,yes (Express C),yes,no,yes,no,yes,yes,no,no
"!,yes,yes,yes,yes,yes,no,no,no,yes,no
"!,no,no,yes,no,no,no,no,no,no,no
"!,yes,yes,yes,no,no,no,no,Yes,No,no
"!,yes,yes,yes,yes,yes,no,Maybe,no,yes,no
"!,yes,yes,yes,yes,yes,no,yes,dunno,dunno,no
"!,yes,yes,yes,yes,yes,no,yes,dunno,yes,no
"!,yes,yes,yes,yes,yes,no,no,no,no,no
"!,yes,yes,yes,yes,yes,no,partial,no,no,yes
"!,yes,yes,yes,no,yes (Solaris),no,no,yes,yes,no
"!,yes,yes,yes,yes,yes,no,Under Linux on IBM Z,yes,yes,yes
"!,yes,yes,yes,no,no,no,no,no,no,no
"!,yes,yes,yes,yes,yes,no,no,dunno,yes,no
"!,yes,no,yes,no,yes,no,Maybe,no,no,no
"!,yes,no,no,no,no,no,no,no,no,no
"!,yes,no,no,no,no,no,no,no,no,no
"!,yes,no,yes,no,no,no,no,no,no,no
"!,yes,no,no,no,no,no,no,no,no,no
"!,yes,yes,yes,no,yes,no,no,no,yes,yes
"!,yes,yes,yes,yes,yes,no,no,no,no,no
"!,yes,yes,yes,yes,yes,yes,yes,dunno,yes,no
"!,yes,yes,yes,no,no,no,no,no,no,no
"!,yes,yes,yes,yes,yes,no,no,no,no,no
"!,yes,no,yes,no,yes,no,no,no,no,no
"!,yes,yes,yes,yes,yes,no,no,no,no,no
"!,yes,yes,yes,no,yes,no,yes,no,no,yes
"!,no,no,no,no,no,no,no,no,no,yes
"!,yes,yes (OEM only),yes,no,no,no,no,no,no,no
"!,yes,no,yes,no,yes,no,no,no,no,no
"!,yes,yes,yes,yes,yes,yes (MorphOS),Under Linux on IBM Z,no,yes,no
"!,yes,no,no,no,no,no,no,no,no,no
"!,yes,yes,yes,yes,yes,no,no,yes,color=,no
"!,yes,yes,yes,yes,yes,no,no,no,no,no
"!,yes,no,yes,no,no,no,no,no,no,no
"!,yes,no,yes,no,yes,no,Under Linux on IBM Z,no,no,no
"!,yes,yes,yes,no,yes,no,no,no,yes,no
"!,yes,no,yes,no,no,no,no,no,no,no
"!,yes,yes,yes,yes,yes,yes,Maybe,Yes,Yes,no
"!,no,no,yes,no,no,no,no,no,no,no
"!,yes,no,no,no,no,yes,no,no,no,no
"!,yes,no,yes,no,yes,no,no,no,no,no
"!,yes,no,yes,no,yes,no,no,no,no,no
"!,yes,no,yes,no,yes,no,no,no,no,no
"!,yes,no,yes,no,yes,no,no,no,no,no
"!,Windows,macOS,Linux,BSD,UNIX,AmigaOS,z/OS,iOS,Android,OpenVMS
