",SMB/CIFS,WebDAV,NFS,AFP,FTP,FISH/SSH
Altap Salamander,yes,no,yes,no,yes,yes
Commander One," yes",yes," yes"," yes",yes,yes
CRAX Commander," yes",yes," yes"," yes",yes,yes
Directory Opus,yes,yes,yes,no,yes,yes (SFTP  ; SSL)
Dired," yes"," yes"," yes",no,yes," yes"
Documents by Readdle,,,,,,
Dolphin,yes,yes,yes,dunno,yes,yes
Double Commander,yes,dunno,dunno,dunno,yes,dunno
emelFM2,dunno,dunno,dunno,dunno,no,dunno
Far Manager,yes," partial"," partial",no,yes," yes"
File Commander,yes," partial"," partial",no," partial"," partial"
File Manager,dunno,dunno,dunno,dunno,dunno,dunno
Files (Apple),,,,,,
Files by Google,,,,,,
Finder," yes"," yes"," yes"," yes"," partial",no
ForkLift,yes,yes,yes,yes,yes,yes
GNOME Commander,yes,yes,yes,no,yes,yes
Konqueror,yes,yes,yes,yes,yes,yes
Krusader,yes,yes,yes,no,yes,yes
muCommander,yes,dunno,yes,dunno,yes,yes
Midnight Commander,yes,no,yes,no,yes,yes
GNOME Files (Nautilus),yes,yes,yes,yes,yes,yes
Nemo,yes,?,?,?,yes,yes
Nomad.NET,yes,no,no,no,yes,no
Path Finder,yes,yes,yes,yes,yes (Read Access),no
PCManFM," yes",dunno,dunno,dunno,dunno,dunno
ROX-Filer," yes"," yes"," yes"," yes"," yes"," yes"
Total Commander,yes," yes"," partial",no,yes,yes
Thunar," yes"," yes"," yes",no," yes"," yes"
Windows Explorer,yes,yes," yes",no,yes,no
Xandros File Manager,dunno,dunno,dunno,dunno,dunno,dunno
Xfe,dunno,dunno,dunno,dunno,dunno,dunno
Xfm,dunno,dunno,dunno,dunno,dunno,dunno
xplorer²,yes," yes"," partial",no,yes,no
XYplorer,yes,yes," yes",no,yes,no
ZTreeWin,yes," partial"," partial",no," partial"," partial"
"!,SMB/CIFS,WebDAV,NFS,AFP,FTP,FISH/SSH
