IDE,License,Platforms,Latest Release,Developer
,EclipseFP Plugin,EPL?,Java Virtual Machine," 2.6.4 / January 19, 2015",eclipsefp.github.io
,SlickEdit,Proprietary,"Solaris, Solaris SPARC",October 2016,SlickEdit
