Implementation,DEFLATE(insecure)
Botan,No
cryptlib,No
GnuTLS,Disabled by default
JSSE,No
LibreSSL,No
MatrixSSL,Disabled by default
Mbed TLS,Disabled by default
NSS,Disabled by default
OpenSSL,Disabled by default
RSA BSAFE,No
SChannel,No
Secure Transport,No
wolfSSL,Disabled by default
Erlang/OTP SSL application,No
Implementation,DEFLATE
