Preposition +definite article(Portuguese),a,de,em,por
o(masc.sing.),align=center ao,align=center do,no 1,pelo
a(fem.sing.),align=center à 2,align=center da,na,pela
os(masc.pl.),align=center aos,align=center dos 1,nos,pelos
as(fem.pl.),align=center às,align=center das,nas,pelas
