Client,Multi-server,UTF-8,Proxy server,irc:// URI scheme,Automatic updates,Scripting language
Bersirc,yes,no,dunno,dunno,dunno,n/a
BitchX,yes,no,dunno,dunno,dunno,Enhanced IrcII script
ChatZilla,yes,yes,yes,yes,yes,JavaScript
Colloquy,yes,yes,dunno,yes,group=NoteFeatures_Colloquy_(IRC_client)_A," Cocoa, F-Script, JavaScript, Python"
degesch,yes,yes,yes,n/a,n/a,Lua
DMDirc,yes,partial,dunno,yes,yes," Custom Actions system, Java plugins"
ERC,yes,yes,group=NoteERC_Proxy_Support,dunno,group=NoteERC_Auto_Updates,Emacs Lisp
HexChat,yes,yes,yes,yes,yes,"Python, Luagroup=NoteFeatures_HexChat_A[Note 4][Note 4][./Comparison_of_Internet_Relay_Chat_clients#cite_note-Features_HexChat_A-88 [Note 4, C, C++, and via D-Bus."
HydraIRC,yes,yes,dunno,dunno,yes,no
IceChat,yes,yes,no,yes,yes,VBScript
ircII,yes,group=NoteFeatures_ircII_A,dunno,dunno,dunno,IrcII script
IRCjr,no,no,no,no,no,n/a
IRCCloud,yes,yes,yes,yes,N/A,JavaScript
Ircle,yes,no,dunno,dunno,dunno,AppleScript
Irssi,yes,yes,yes,no,no,Perl
jIRCii,yes,yes,yes,dunno,no,Sleep
KiwiIRC,yes,yes,yes,yes,N/A,"JavaScript, Node.js"
Konversation,yes,yes,yes,yes,dunno,"Ruby, Python, Java, C#, JavaScriptgroup=NoteFeatures_Konversation_A[Note 6][Note 6][./Comparison_of_Internet_Relay_Chat_clients#cite_note-Features_Konversation_A-90 [Note 6"
KVIrc,yes,yes,yes,yes,no," KVS (custom), Python, C++"
LeafChat,yes,yes,dunno,n/a,yes,Java
LimeChat,yes,yes,dunno,dunno,dunno,n/a
Linkinus,yes,yes,yes,yes,yes,Cocoa
Mibbit,yes,yes,dunno,yes,n/a,n/a
mIRC,yes,yes,yes,yes,group=NotemIRC_Updates,mIRC script
Nettalk,yes,yes,SOCKS,yes,yes," VBScript, custom"
Opera,yes,yes,dunno,yes,yes,n/a
PIRCH,yes,no,dunno,dunno,no,yes
PJIRC,yes,yes,dunno,dunno,no," Partial, JavaScript"
Quassel,yes,yes,yes,dunno,no,no
qwebirc,no,yes,no,yes,yes,no
rcirc,yes,yes,dunno,dunno,no,Emacs Lisp
Smuxi,yes,yes,yes,dunno,dunno,yes (language agnostic)
Snak,yes,yes,dunno,dunno,dunno,"AppleScript, IrcII script"
Visual IRC,yes,no,dunno,dunno,dunno,Versus
WeeChat,yes,yes,yes,yes,dunno," C, Python, Ruby, Lua, Scheme (Guile)"
Client,Multi-server,UTF-8,Proxy server,irc:// URI scheme,Automatic updates,Scripting language
