Mac Mini,20050111,20050129,20181107
iMac Pro,20170605,20171214,
iMac,19980506,19980815,20190319
Mac Pro,20060807,20060807,20131219
MacBook Air,20080115,20080129,20190709
MacBook Pro 13 in with Touch Bar (4th gen),20161027,201611,20190709
MacBook Pro 15 in with Touch Bar (4th gen),20161027,201611,20190521
