Model,Launch,,,,,,Code name,Graphics core,,Fab (nm),,Transistors (million),,,|Die size ([[Millimeter Squared|mm<sup>2</sup>]]),|Bus interface,|Core clock<sup>2</sup> (MHz),|Core config<sup>1</sup>,|[[Fillrate]],,,,,,|Memory<sup>3</sup>,,,,,|Processing power<br />([[GFLOPS]]),|Features / Notes
,,,,,,,,,,,,,,,,,,,!Pixel ([[Pixel|GP]]/s),Texture ([[Texel (graphics)|GT]]/s),,,,FP32 ([[Pixel|GP]]/s),Size ([[megabyte|MB]]),Bandwidth ([[Gigabyte|GB]]/s),Bus type,,Effective clock (MHz),,,Bus width ([[bit]])
Radeon HD 4200 Graphics (785G Chipset),Aug 2009,RS880,RV620,55,>205,~73 (~9 × 8.05),HT 3.0,500,40:4:4,2,2,1,Up to 512 system + optional 128 sideport,20.8 (system) + 2.6 (sideport),HT (system) + DDR2-1066 DDR3-1333 (sideport),1333 (sideport),16 (sideport),40,UVD2,,
Radeon HD 4250 Graphics (880G Chipset),Mar 2010,RS880,,,,,,560,,2.24,2.24,1.12,,,|[[HyperTransport|HT]] (system) + [[DDR3]]-1333 (sideport),,,44.8,,,
Radeon HD 4290 Graphics (890GX Chipset),,RS880D,,,,,,700,,2.8,2.8,1.4,,,,,,Up to 512 system + 128 sideport,,56,,,
