Integrated development environment,Software license,Microsoft Windows,Linux,MacOS,Platform (computing),Debugger,GUI builder,Toolchain,Profiler (computer science),Code coverage,Autocomplete,Static code analysis,User interface design,Class browser,Latest stable Software release
EiffelStudio,GPL and commercial,Yes,Yes,Yes," FreeBSD, FreeBSD, FreeBSD, FreeBSD, other FreeBSD ",Yes,Yes,Yes,Yes,Automatic testing framework,Yes,Metrics tool,Business Object Notation / Business Object Notation,Multi-view,V7.1 June 2012
