ACER
Micro-Star International,MSI Wind Netbook U120,1.10,2.42,10,1024×600   Super video graphics array,118,Intel Atom,1.6,,?,VGA," Hard disk drive, Hard disk drive ",80/160,1,?,?,?,?,,?,Windows XP,
NetColors (page does not exist),Mini 10-N270 (page does not exist)Mini 10-N270 (page does not exist)," 0.99, 1.26 "," 2.18, 2.77 ",8.9," 1024×600  Super video graphics array, Super video graphics array ",133,Intel Atom,1.6,,GMA 950,?," Solid-state drive + Solid-state drive, Solid-state drive "," 16, 32 / 160, 320 "," 1GB, 2GB[60] ",3 (3-cell),6–7 (6-cell),89%,?,,Ubuntu LinuxUbuntu Linux,Windows XP,
NTT System (page does not exist),Corrino 100A (page does not exist)Corrino 100A (page does not exist),1.2,2.65,10.2,1024×600,116,Geode (processor) LX800,0.5,,?,?,Hard disk drive,60,1,? Li-Po,? Li-Po (4200 mAh),?,?,,Unspecified,Windows XP,
One,One A110,0.95,2.1,7,800x480,133,VIA C7,1.0,,S3 Graphics VX800,VGA," Solid-state drive, Solid-state drive "," 2, 4 / 60 ",0.5,?,?,?,?,,Linpus Linux,Windows XP,
One,One A440 (page does not exist),1.2,2.6,10.2,1024x600,116,VIA C7,1.6,,?,?,Hard disk drive,80,1," ? (3 cells, 2200 mAh) ",?,?,?,,Linpus Linux,Windows XP,
Nokia
Nokia,Nokia Booklet 3G,1.2,2.6,10.1,1280×720,?,Intel Atom Z530,1.6,?,?,?,HDD,120,1024,No,?,?,?,?,?,Windows 7,
PACKARD BELL
Manufacturer,Model,Weight [Kilogram],Weight [Pound (weight)]," Viewable image size "" ",Display resolution,Display DPI [Note 1],Central processing unit,Speed [GHz],HSDPA,Video chipset,Video connection(s),Computer data storage,Storage [Gigabyte],Random-access memory [Random-access memory],Battery life [Hour] (low end),Battery life [Hour] (high end),Keyboard (computing) in % Keyboard (computing),Video Camera,Mouse (computing) layout,Linux/Linux Linux choice(s),Microsoft Windows Microsoft Windows choice(s),Manual / DataSheet
Packard Bell,Packard Bell EasyNote XS (page does not exist),?,?,7.0,1024×600 Wide VGA,169,VIA C7,1.2,,?,?,Hard disk drive,30,1,?,?,?,?,,?," Windows XP, Windows XP ",
OPEN PANDORA
Pandora (console),Pandora (console),0.30,0.66,4.3,800x480,216,Texas Instruments OMAP,0.6-0.9,,PowerVR SGX 530,None,Dual SDHC slots,N/A,0.25,10+hrs (4000 mAh),? (4000 mAh),?%,?,,?,?,
PC World (retailer),Advent 4211   (Advent 4211 version of Advent 4211) Advent 4211,1.2,2.6,10,1024×600   WSVGA matte,118,Intel Atom,1.6,,?,VGA,Hard disk drive,80,1,2.5 (3-cell),5.5 (6-cell),95%,?,,?,?,
PROLiNK (page does not exist),MSI Wind Netbook,1.1,2.42,10.1,1024×600 WSVGA,117,Intel Atom,1.6,HSUPA 3.75G DL: 7.2M UL: 5.2M optional,Intel GMA,Video Graphics Array,Hard disk drive,160,1,2.5 (3-cell),5.5 (6-cell),95%,1.3 MP,Touchpad buttons on each side,Ubuntu (operating system) optional,Windows XP optional,
Quanta Computer,OLPC XO-1,1.45,3.19,7.5,1200×900,200,AMD Geode LX700,0.433,,?,None,NAND Flash,1,0.25,?,?,?,?,,Fedora (operating system),XP[62][63][64],
Raon Digital,Everun Note,0.8,1.76,7,1024×600,169,Turion 64 X2,1.2,,?,?," Solid-state drive, Solid-state drive "," 16, 24; 30, 60, 80 ",1,?,?,?,?,,Ubuntu (operating system),Windows XP,
SAMSUNG
Manufacturer,Model,Weight [Kilogram],Weight [Pound (weight)]," Viewable image size "" ",Display resolution,Display DPI [Note 1],Central processing unit,Speed [GHz],HSDPA,Video chipset,Video connection(s),Computer data storage,Storage [Gigabyte],Random-access memory [Random-access memory],Battery life [Hour] (low end),Battery life [Hour] (high end),Keyboard (computing) in % Keyboard (computing),Video Camera,Mouse (computing) layout,Linux/Linux Linux choice(s),Microsoft Windows Microsoft Windows choice(s),Manual / DataSheet
Samsung Corporation,Samsung N120 (page does not exist),1.28,2.8,10.2,1024x600 Glossy display Glossy display,116,Intel Atom,1.6,,GMA 950,VGA,Hard disk drive,160,1,8 (6-cell),11 (9-cell),93%,?,,?,Windows XP,
Samsung Corporation,Samsung N110 (page does not exist),1.3,2.9,10.2,1024x600 Glossy display,116,Intel Atom,1.6,,GMA 950,VGA,Hard disk drive,160,1,4.6 (6-cell),7.5 (6-cell),93%,?,,?,Windows XP,
Samsung Corporation,Samsung NC10 Samsung NC10,1.3,2.9,10.2,1024x600 matte,116,Intel Atom,1.6,,GMA 950,VGA,Hard disk drive,160,1,4.6 (6-cell)[65],7.5 (6-cell)[65],93%,1.3,,?,Windows XP,
Samsung Corporation,Samsung NC20,1.5,3.3,12.1,1280x800 Glossy display,124,VIA Nano,1.3+,,VIA VX800,VGA,Hard disk drive,160,1,?,?,97%,?,,?,Windows XP,
Samsung Corporation,NB30,1.24,2.73,10.1,1024x600   Super video graphics array matte Super video graphics array,,Intel Atom,1.66,no,Intel GMA3150,VGA,Hard disk drive + removable Hard disk drive,250," 1, 2 (one slot, field upgradable) ",," 10.5 (6-cell, 66Wh, 5900mAh) ",,0.3 Pixel ?," Touchpad 2-buttons below, multitouch ",,Windows 7,
Samsung Corporation,N220,1.32,2.91,10.1,1024x600  Super video graphics array matte Super video graphics array,,Intel Atom,1.66,no,Intel GMA3150,VGA,Hard disk drive + removable Hard disk drive,250," 1, 2 (one slot, field upgradable) ",,11,,0.3 Pixel ?," Touchpad 2-buttons below, multitouch ",,Windows 7,
SHARP
Sharp Corporation,Sharp Willcom D4Sharp Willcom D4,0.47,1.03,5,1024×768,256,Intel Atom,1.6,,?,?,Hard disk drive,?,1,?,?,?,?,,?,?,
Sinomanic,Tianhua GX-1C,?,?,8.4,1280x1024 SXGA,195,Loongson I,0.4 – 0.6,,?,?,Hard disk drive,40,0.125,?,?,?,?,,Debian,None (not x86 based),
Skytone,HiVision NB0700,0.72,1.59,7.0,800×480 WVGA,133,MIPS architecture Jz4730,0.4,,?,?,Solid-state drive,1,?,?,?,?,?,,Custom,None (not x86 based),
Skytone / 3K,Skytone Alpha-400Skytone Alpha-400,0.72,1.59,7,800×480,133,XBurst XBurst,0.4,,?,?,Flash memory,4,0.5,3 (2-cell),3 (2-cell),?,?,,?,None (not x86 based) Windows CE only,
Skytone,Skytone Alpha-400Skytone Alpha-400,0.72,1.59,7,800×480,133,XBurst XBurst,0.4,,?,None (VGA on some models),Flash memory,1,0.125,3 (2-cell),3 (2-cell),?,?,,Linux 2.4,None (not x86 based),
Sony
Sony,P-Series-Netbook,0.64,1.41,8,1600x768,221,Intel Atom,1.3,,Intel GMA,?,SSD/HDD,128/64/60,2,3:08 CNet video playback,?,88%,?,,?,Windows Vista,
SYSTEM76
System76,Starling Netbook (page does not exist),0.907,2.0,10.1,1024x600,117,Intel Atom (CPU) Intel Atom (CPU),1.5,,Intel GMA 3150,One VGA,SSD/HDD,250/320/500/600HDD 40/80/120/160SSD,2,3 (3-cell),6 (6-cell),95%,0.3 MP,Touchpad 2-buttons below (50/50%),Ubuntu (operating system) Netbook Edition 10.04,None,
Osram Sylvania,Sylvania GNET13001 (page does not exist)Sylvania GNET13001 (page does not exist),0.85,1.87,7,800×480,133,VIA C7 ULV,1.2,,?,?,Hard disk drive,30,1,?,?,?,?,,Ubuntu (operating system),Windows XP,
TOSHIBA
Manufacturer,Model,Weight [Kilogram],Weight [Pound (weight)]," Viewable image size "" ",Display resolution,Display DPI [Note 1],Central processing unit,Speed [GHz],HSDPA,Video chipset,Video connection(s),Computer data storage,Storage [Gigabyte],Random-access memory [Random-access memory],Battery life [Hour] (low end),Battery life [Hour] (high end),Keyboard (computing) in % Keyboard (computing),Video Camera,Mouse (computing) layout,Linux/Linux Linux choice(s),Microsoft Windows Microsoft Windows choice(s),Manual / DataSheet
Toshiba,Toshiba AC100Toshiba AC100,0.87,1.91,10.1 Light-emitting diode,1024×600,117,Nvidia Tegra,1.0,No,Nvidia Tegra,HDMI,Solid State Drive,8,512 MB,7,48,?,1.3 MP,Touchpad,Android (operating system) 2.1 to 2.2,none (non-x86),
Toshiba,Toshiba NB100 (page does not exist)Toshiba NB100 (page does not exist),1.00,2.20,8.9,1024x640,135,Intel Atom,1.6,,Intel GMA,VGA,Hard disk drive," 80 (Linux), 120 (XP) "," 0.5 (Linux), 1 (XP), up to 2 GB ",(4 cell),?,?,1.3 MP,Touchpad 2-buttons below (60/40%),Ubuntu Netbook Remix,XP,
Toshiba,Toshiba Satellite NB105 (page does not exist)Toshiba Satellite NB105 (page does not exist),?,?,8.9 Light-emitting diode,?,?,Intel Atom,1.6,,?,?,Hard disk drive,120,1,?,?,?,?,,?,XP,
Toshiba,Toshiba Satellite NB200 (page does not exist)Toshiba Satellite NB200 (page does not exist),1.15,2.32,10.1 Light-emitting diode,1024×600,117,Intel Atom,1.66,,GMA 950,VGA,Hard disk drive,160-250,1-2 GB,4 (3-Cell)," 9 (6,9-Cell) ",?,1.3 MP,Touchpad 2-buttons belowTouchpad,Linux not avail,Windows XP or Windows XP,
VIA
VIA Technologies,Nanobook,0.85,1.87,7.0,800×480 WVGA Touchscreen,133,VIA C7,1.2,,?,Digital Visual Interface,Hard disk drive,30,1,?,?,?,?,,Linux," Windows XP, Windows XP ",
VIA Technologies," VIA Openbook (reference design, not product) ",1.00,2.20,8.9,1024×600  Super video graphics array,133,VIA C7 ULV,1.6,,?,VGA,Hard disk drive,80,2,?,?,?,?,,Linux," Windows XP, Windows XP ",
Zelybron (page does not exist),Zelybron Micro Nina,1.27,2.79,10.2,1280×600 WXGA Glossy display,147,VIA C7,1.6,,?,?,Hard disk drive,120,1 – 4,2 (3-cell),4 (6-cell),92%,,Touchpad 2-buttons below.Touchpad,ZelybronBSD (page does not exist),
