Name,Developer,Software license,Latest stable software release,Operating system," Year (not dynamic, but easier for sorting) "
BitComet,BitComet Development Group," Proprietary software, Proprietary software "," 1.66 (April 13, 2020; 5 months ago (2020-04-13)) [±][5] "," Windows, macOS ",2020
BitLord,House of Life," Proprietary software, Proprietary software installs WhenU adware  "," Windows:  2.4.6-354 (July 29, 2020; 2 months ago (2020-07-29)) [±] macOS:  2.4.6-348 (October 24, 2019; 11 months ago (2019-10-24)) [±]  "," Windows, macOS ",2017
BitTorrent (software),BitTorrent (company)," Proprietary software, Proprietary software "
Windows," 7.10.5.45785 / August 14, 2020; 56 days ago (2020-08-14)[6]"
Mac," 7.4.3.43797 / September 4, 2019; 13 months ago (2019-09-04)[7]"
Android," 6.5.7 / September 9, 2020; 30 days ago (2020-09-09)[8]"
