Model,Launch,Code name,Fab (Nanometer),Computer bus Computer bus,Core config1,Clock speed,,,Fillrate,,Memory,,,,Supported Application programming interface version,,Processing power (GFLOPS)2,,Thermal design power (Watts),Notes
,,,,,,Core (Hertz),Shader (Hertz),Memory (Transfer (computing)),Pixel (Pixel/s),Texture (Texel (graphics)/s),Size (Megabyte),Bandwidth (Gigabyte/s),Bus type,Bus width (Bit),Direct3D,OpenGL,,,,
GeForce 610M[128],December 2011,GF119 (N13M-GE),40,PCIe 2.0 ×16,48:8:4,900,1800,1800,3.6,7.2,1024 2048,14.4,DDR3,64,12,4.5,142.08,12,OEM. Rebadged GT 520MX
GeForce GT 620M[129],April 2012,GF117 (N13M-GS),28,,96:16:4,625,1250,1800,2.5,10,,14.4 28.8,,64 128,,,240,15,OEM. Die-Shrink GF108
GeForce GT 625M,October 2012,,,,,,,,,,,14.4,,64,,,,,
GeForce GT 630M[129][130][131],April 2012,GF108 (N13P-GL) GF117,40 28,,,660 800,1320 1600,1800 4000,2.6 3.2,10.7 12.8,,28.8 32.0,DDR3 GDDR5,128 64,258.0 307.2,33,GF108: OEM. Rebadged GT 540M GF117: OEM Die-Shrink GF108
GeForce GT 635M[129][132][133],,GF106 (N12E-GE2) GF116,40,144:24:24,675,1350,1800,16.2,16.2,2048 1536,28.8 43.2,DDR3,128 192,289.2 388.8,35,GF106: OEM. Rebadged GT 555M GF116: 94% of desktop GT640[ Wikipedia:No original research ]
GeForce GT 640M LE[129]," March 22, 2012 ",GF108 GK107 (N13P-LP),40 28,PCIe 2.0 ×16 PCIe 3.0 ×16,96:16:4  384:32:16 (2 SMX),762 500,1524 500,3130 1800,3 8,12.2 16,1024 2048,50.2 28.8,DDR3 GDDR5,128,292.6 384,32 20,GF108: 94% of desktop GT630[ Wikipedia:No original research ] GK107: 47% of desktop GTX650[ Wikipedia:No original research ]
GeForce GT 640M[129][134],,GK107 (N13P-GS),28,PCIe 3.0 ×16,384:32:16 (2 SMX),625,625,1800 4000,10,20,,28.8 64.0,,,480,32,59% of desktop GTX650[ Wikipedia:No original research ]
GeForce GT 645M,,,,,,October 2012,710,710,1800 4000,11.36,,,,,22.72,,545,67% of desktop GTX650[ Wikipedia:No original research ]
GeForce GT 650M[129][135][136]," March 22, 2012 ",GK107 (N13P-GT),,,,835 745 900*,835 745 900*,1800 4000 5000*,13.4 11.9 14.4*,26.7 23.8 28.8*,1024 2048 4096,28.8 64.0 80.0*,,,11.2,641.3 572.2 691.2*,45,79% of desktop GTX650[ Wikipedia:No original research ]
GeForce GTX 660M[129][136][137][138],,GK107 (N13E-GE),,,,950,950,5000,13.4,26.7,2048,80.0,,,,GDDR5,730,50,79% of desktop GTX650[ Wikipedia:No original research ]
GeForce GTX 670M[129],April 2012,GF114 (N13E-GS1-LP),40,PCIe 2.0 ×16,336:56:24,620,1240,3000,14.35,33.5,1536 3072,72.0,,,,,192,12,833,75,73% of desktop GTX 560[ Wikipedia:No original research ]
GeForce GTX 670MX,October 2012,GK104 (N13E-GR),28,PCIe 3.0 ×16,960:80:24 (5 SMX),615,615,2800,14.4,48.0,,67.2,,,,,,,1181,,61% of desktop GTX 660[ Wikipedia:No original research ]
GeForce GTX 675M[129],April 2012,GF114 (N13E-GS1),40,PCIe 2.0 ×16,384:64:32,632,1265,3000,19.8,39.7,2048,96.0,256,972,100,75% of desktop GTX 560Ti[ Wikipedia:No original research ]
GeForce GTX 675MX,October 2012,GK104 (N13E-GSR),28,PCIe 3.0 ×16,960:80:32 (5 SMX),667,667,3600,19.2,48.0,4096,115.2,,1281,,61% of desktop GTX 660[ Wikipedia:No original research ]
GeForce GTX 680M," June 4, 2012 ",GK104 (N13E-GTX),,,1344:112:32 (7 SMX),719,719,,23,80.6,,,,1933,,78% of desktop GTX 670[ Wikipedia:No original research ]
GeForce GTX 680MX," October 23, 2012 ",GK104,,,1536:128:32 (8 SMX),,,,,5000,,92.2,,160,2209,122,72% of desktop GTX 680[ Wikipedia:No original research ],
