Model,CPU/APU PCI Express Link,PCI Express,,,SATA + SATA,USB 3.1 Gen2 + 3.1 Gen1 + 2.0,RAID,Overclocking,Thermal design power (Thermal design power),Chipset lithography,Features / notes,Part number
,,Chipset PCIe 2.0 Lanes,AMD CrossFireX,Scalable Link Interface,,,,,,,,
X399[30][29],4,8×,Yes,Yes,4 + 2,2 + 14 + 6," 0,1,10 ",Yes,5 W[31],Unknown,Unknown,Unknown
