Level,,2011,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,
3,,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4
Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikon Z 7,,,,,,,,,
High-end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikon Z 6,,,,,,,,
Nikon 1 V1,,,,,Nikon 1 V2,,,,,Nikon 1 V3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid-range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikon Z 5,
Nikon 1 J1,,,,Nikon 1 J2,,Nikon 1 J3,,,,,Nikon 1 J4,,,,Nikon 1 J5,,,,,,,,,,,,,,,,,,Nikon Z 50,,,,
Entry-level,,,,,,,,,Nikon 1 S1,,,,,Nikon 1 S2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rugged,,,,,,,,,,,,,,Nikon 1 AW1,,,,,,,,,,,,,,,,,,,,,,,,,
