No.,Country,Spacecraft,Year,Type
TBD,//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png India,Indian mission to Jupiter,2020s (Proposed),Orbiter
