, "+" quantifier, Negated character classes, Non-greedy quantifiers [Note 1], Shy groups [Note 2], Recursion, Look-ahead, Look-behind, Backreferences [Note 3], >9 indexable captures
.NET, Yes, Yes, Yes, Yes, No, Yes, Yes, Yes, Yes
