Model,Microprocessor,Computer memory,Front-side bus,Computer data storage,Graphics processing unit,Dynamic random access memory,Display resolution,Suggested retail price
MacBook Air (1.6 GHz; 13 in)MacBook Air,1.6 Gigahertz (Dual Core) Gigahertz,8 Gigabyte 2133 Gigabyte,5 Gigatransfer,128 GB Solid-state drive,Intel UHD Graphics 617,1.5 GB shared,2560 × 1600,$1099 (USD) / $1199 (CAD) / £949 (GBP) / 1099€ (EUR) / $1249 (AUD)
MacBook (Retina) (1.1 GHz; 12 in)MacBook (Retina),1.1 GHz (Dual Core) Intel Core,8 GB 1866 MHz,,256 GB SSD,Intel HD Graphics 515,,2304 × 1440 (Retina Display),$1299 (USD) / $1649 (CAD) / £1249 (GBP) / 1449€ (EUR) / $1999 (AUD)
MacBook (Retina) (1.2 GHz; 12 in)MacBook (Retina),1.2 GHz (Dual Core) Core M,,,512 GB SSD,,,,$1599 (USD) / $1999 (CAD) / £1549 (GBP) / 1799€ (EUR) / $2449 (AUD)
MacBook Pro with Touch Bar (2.0 GHz; 13 in)MacBook Pro with Touch Bar,2.0 GHz (Dual Core) Core i5,,n/a,256 GB SSD,Intel Iris Graphics 540,n/a[ Wikipedia:Citation needed ],2560 × 1600 (Retina Display),$1499 (USD) / $1899 (CAD) / £1449 (GBP) / 1699€ (EUR) / $2199 (AUD)
MacBook Pro with Touch Bar (2.9 GHz; 13 in)MacBook Pro with Touch Bar,2.9 GHz (Dual Core) Core i5,,,,8 GB 2133 MHz,,,Intel Iris Graphics 550,$1899 (USD) / $2299 (CAD) / £1749 (GBP) / 1999€ (EUR) / $2699 (AUD)
MacBook Pro with Touch Bar (2.6 GHz; 15 in)MacBook Pro with Touch Bar,2.6 GHz (Quad Core) Intel Core i7,,,,16 GB 2133 MHz,Intel HD Graphics 530 &amp; AMD Radeon Pro 450,2 GB,2880 × 1800 (Retina Display),$2399 (USD) / $2999 (CAD) / £2349 (GBP) / 2699€ (EUR) / $3599 (AUD)
MacBook Pro with Touch Bar (2.7 GHz; 15 in)MacBook Pro with Touch Bar,2.7 GHz (Quad Core) Core i7,,,,,512 GB SSD,,,Intel HD Graphics 530 &amp; AMD Radeon Pro 455,$2799 (USD) / $3499 (CAD) / £2699 (GBP) / 3199€ (EUR) / $4249 (AUD)
Retina MacBook Pro (2.7 GHz; 13 in)Retina MacBook Pro,2.7 GHz (Dual Core) Core i5,8 GB 1866 MHz,5 GT/s,128 GB SSD,Intel Iris Graphics 6100,1.5 GB shared,2560 × 1600 (Retina Display),$1299 (USD) / $1549 (CAD) / £1249 (GBP) / 1449€ (EUR) / $1999 (AUD)
Retina MacBook Pro (2.2 GHz; 15 in)Retina MacBook Pro,2.2 GHz (Quad Core) Core i7,16 GB 1600 MHz,,256 GB SSD,Intel Iris Pro Graphics,,2880 × 1800 (Retina Display),$1999 (USD) / $2449 (CAD) / £1899 (GBP) / 2249€ (EUR) / $2999 (AUD)
