Name,License,Platform,Languages,Resizing,Upload,Output,IPTC Information Interchange Model Support,GeoTagging Support,Tags Categories Keywords
JAlbum,Proprietary software," Windows, Mac, Linux ",Multilingual,Automatic,File Transfer Protocol," XHTML, XHTML, XHTML ",Yes,Yes,
