Java/C++ statement,C++ generated code (x86),Java generated byte code
vector[i]++;,"   mov edx,[ebp+4h]mov eax,[ebp+1Ch]inc dword ptr [edx+eax*4]  ",aload_1iload_2dup2ialoadiconst_1iaddiastore
