Manager, Web browser integration, Resuming, Download acceleration, URLs per file, Mirror search, Auto dial/hangup, Categorized downloads, Cookies import, Speed limit, File browser, ZIP preview, Add-on support, Scheduler, Checksum verification, Remote Access/Control, Modified Time-stamp preserved
DownThemAll!, Requires Firefox, Yes, Yes, 10, Beta, No, Yes, No, Beta, No, No, No, No, Yes, No, Yes
Manager, Web browser integration, Resuming, Download acceleration, URLs per file, Mirror search, Auto dial/hangup, Categorized downloads, Cookies import, Speed limit, File browser, ZIP preview, Add-on support, Scheduler, Checksum verification, Remote Access/Control, Modified Time-stamp preserved
