Implementation,Transport Layer Security Transport Layer Security
Botan (programming library),Yes
Bouncy Castle (cryptography),Yes
Cryptlib,Yes
GnuTLS,Yes
Java Secure Socket Extension,Yes[65]
LibreSSL,Yes
MatrixSSL,Yes
Mbed TLS,Yes
Network Security Services,No[66]
OpenSSL,Yes[52]
RSA BSAFE,Yes[53]
S2n,
SChannel,Yes[67]
MacOS,No
WolfSSL,Yes
Implementation,TLS 1.2 Suite B
