,Creator,Latest stable version,Release date,OS,Software license,Open-source software,Programming language,Plugin support,Runs on macOS Catalina
Launchy,Josh Karlin,2.5.0," April 4, 2010 "," Microsoft Windows, Microsoft Windows, Microsoft Windows ",GPL,Yes,C++ (C++)," Yes| Yes| style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|No "
