Name, Mac OS X, Mac OS classic, Windows, Cygwin, BSD, Linux, Solaris, Java, OpenVMS, z/OS, AmigaOS, AIX, HPUX, iOS: iPhone,[Note 1] iPod Touch, webOS, Android
lsh, Yes, No, No, No, Partial[Note 3], Yes, Yes, No, No, No, No, No, No, No, No, ??
wolfSSH, Yes, No, Yes, Yes, Yes, Yes, Yes, No, No, No, No, ??, ??, No, ??, No
