,Trident (layout engine),Tasman (layout engine),Gecko (layout engine),WebKit,KHTML,Presto (layout engine),ICab
dir,Yes,Yes,Yes,Yes,Yes,Yes,Yes
xml:lang,?,?,?,?,?,?,?
