,,,Trident (layout engine),Gecko (layout engine),WebKit,Blink (layout engine),Presto (layout engine),KHTML,Prince XML,Amaya (web browser),Batik (software),Renesis Player,LeonLabs SVG Engine (page does not exist)
Scalable Vector Graphics,1.1,Tiny (SVGT),5.0[t 1],Partial[g 1],Partial,Partial,1.0,Partial[note 1],Partial,Partial,Mostly,Partial,Partial
,,Basic (SVGB),,,,,Mostly,,,,,,
,,Full,,,,,,,,,,,
,1.2,Tiny,No,No,No,No,2.1,No,?,?,Partial,Partial,Partial
,,Full,,,,,No,,No,No,No,No,No
SXBL,,,,,,,,,,,Yes,,
XBL,,,,,,,,,,,No,,
