Model (Codename),Release Date &amp; Price,Microarchitecture &amp; Microarchitecture,Transistors &amp; Die Size,Core,,FillrateFillrateFillrateFillrate,,Processing powerGFLOPSGFLOPS (GFLOPS),,Memory,,,,TBP,Bus interface
,,,,Config[e],ClockHertz (Hertz),Texture (Texel (graphics)/s),Pixel (Pixel/s),Single precision floating-point format,Double precision floating-point format,Bus type &amp; width,Size (Mebibyte),Clock (Transfer (computing)),Band- width (Gigabyte/s),,
Radeon R5 220[30] (Caicos Pro)," December 21, 2013 OEM ",TeraScale 2 40 nm,370×106 67 mm2,80:8:4,625  650,5,2.5,200,N/A,DDR3 64-bit,1024,1066,8.53,18 W,PCIe 2.1 ×16
Radeon R5 230[31] (Caicos Pro)," April 3, 2014[32] ? ",,,160:8:4,625,5,2.5,200,N/A,DDR3 64-bit,1024 2048,1066,8.53,19 W[33],
Radeon R5 235[30] (Caicos XT)," December 21, 2013 OEM ",,,160:8:4,775,6.2,3.1,248,N/A,DDR3 64-bit,1024,1800,14.4,35 W[34],
Radeon R5 235X[30] (Caicos XT)," December 21, 2013 OEM ",,,160:8:4,875,7.0,3.5,280,N/A,DDR3 64-bit,1024,1800,14.4,18 W,
Radeon R5 240[30] (Oland)," November 1, 2013[35] OEM ",GCN 1.0 28 nm,1040×106 90 mm2,384:24:8,730  780,14.6,5.84,560.6  599,29.2,DDR3 GDDR3 64-bit,1024 2048,1800 2000,28.8 16.0,30 W,PCIe 3.0 ×8
Radeon R7 240[36] (Oland Pro)," August 8, 2013 US $69 ",,,320:20:8,730  780,14.6,5.84,467.2  499.2,29.2,DDR3 GDDR5 128-bit,2048 4096,1800 4500,28.8 72," 30 W, <45 W (4 GB)[37] ",
Radeon R7 250[36] (Oland XT)," August 8, 2013 US $89 ",,,384:24:8,1000 (1050),24,8,768 806.4,48,DDR3 GDDR5 128-bit,1024 2048,1800 4600,73.6,75 W,
Radeon R7 250E[38] (Cape Verde Pro)," December 21, 2013 US $109 ",,1500×106 123 mm2,512:32:16,800,25.6,12.8,819.2,51.2,GDDR5 128-bit,1024 2048,4500,72,55 W,PCIe 3.0 ×16
Radeon R7 250X[36] (Cape Verde XT)," February 10, 2014 US $99 ",,,640:40:16,1000,40,16,1280,80,GDDR5 128-bit,1024 2048,4500,72,95 W,
Radeon R7 260[36] (Bonaire)," December 17, 2013 US $109 ",GCN 1.1 28 nm,2080×106 160 mm2,768:48:16,1000,48,16,1536,96,GDDR5 128-bit,1024,6000,96,95 W,
Radeon R7 260X[36] (Bonaire XTX)," August 8, 2013 US $139 ",,,896:56:16,1100,61.6,17.6,1971.2,123.2,GDDR5 128-bit,1024 2048,6500,104,115 W,
Radeon R7 265[36] (Pitcairn Pro)," February 13, 2014 US $149 ",GCN 1.0 28 nm,2800×106 212 mm2,1024:64:32,900  925,57.6,28.8,1843.2,115.2,GDDR5 256-bit,2048,5600,179.2,150 W,
Radeon R9 270[39] (Pitcairn XT)," November 13, 2013 US $179 ",,,1280:80:32,900  925,72,28.8,2304  2368,144  148,GDDR5 256-bit,2048,5600,179.2,150 W,
Radeon R9 270X[39] (Pitcairn XT)," August 8, 2013 US $199 ",,,1280:80:32,1000  1050,80,32,2560  2688,160  168,GDDR5 256-bit,2048 4096,5600,179.2,180 W,
Radeon R9 280[39] (Tahiti Pro)," March 4, 2014 US $249 ",,4313×106 352 mm2,1792:112:32,827  933,92.6,26.5,2964  3343.9,741  836,GDDR5 384-bit,3072,5000,240,250 W,
Radeon R9 280X[39] (Tahiti XTL)[40]," August 8, 2013 US $299 ",,,2048:128:32,850  1000,109–128,27.2–32,3481.6 4096,870.4 1024,GDDR5 384-bit,3072,6000,288,250 W,
Radeon R9 285[39] (Tonga Pro)," September 2, 2014 US $249 ",GCN 1.2 28 nm,5000×106 359 mm2 [41],1792:112:32,918,102.8,29.4,3290,206.6[42],GDDR5 256-bit,2048,5500,176[f],190 W,
Radeon R9 285X (Tonga XT),Unreleased [44],,,2048:128:32,1002,128.3,32.1,4104,256.5,GDDR5 384-bit,3072,5500,264,300 W,
Radeon R9 290[39] (Hawaii Pro)," November 5, 2013 US $399 ",GCN 1.1 28 nm,6200×106 438 mm2 [45],2560:160:64,up to 947[g],151.52,60.608,4848.6,606.1,GDDR5 512-bit,4096,5000,320,250 W[47],
Radeon R9 290X[39] (Hawaii XT)," October 24, 2013 November 6, 2014[48] US $549 ",,,2816:176:64,1000[g],176,64,5632,704,GDDR5 512-bit,4096 8192,5000,320,250 W[47],
Radeon R9 295X2[39][49] (Vesuvius)," April 8, 2014 US $1499 ",,2× 6200×106 2× 438 mm2,2× 2816:176:64,1018,358.33,130.3,11466.75,1433.34,GDDR5 512-bit,2× 4096,5000,2× 320,500 W,
Model (Codename),Release Date &amp; Price,Microarchitecture &amp; Microarchitecture,Transistors &amp; Die Size,Config[e],ClockHertz (Hertz),Texture (Texel (graphics)/s),Pixel (Pixel/s),Single precision floating-point format,Double precision floating-point format,Bus type &amp; width,Size (Mebibyte),Clock (Transfer (computing)),Band- width (Gigabyte/s),TBP,Bus interface
Core,,,,,FillrateFillrateFillrateFillrate,,Processing powerGFLOPSGFLOPS (GFLOPS),,Memory,,,,,
